veh_value,exposure,clm,numclaims,claimcst0,veh_body,veh_age,gender,area,agecat,severity,frequincy,pure_premium
1590.0,0.68,0,0,0.0,SEDAN,3,M,A,2,0.0,0.0,0.0
1500.0,0.03,0,0,0.0,STNWG,4,F,B,4,0.0,0.0,0.0
3160.0,0.68,0,0,0.0,STNWG,3,F,C,4,0.0,0.0,0.0
1500.0,0.06,0,0,0.0,STNWG,4,M,D,3,0.0,0.0,0.0
1350.0,0.48,0,0,0.0,SEDAN,3,M,C,1,0.0,0.0,0.0
970.0,0.06,0,0,0.0,HBACK,2,M,A,2,0.0,0.0,0.0
1210.0,0.09,0,0,0.0,SEDAN,3,M,E,6,0.0,0.0,0.0
1400.0,0.03,0,0,0.0,STNWG,4,M,D,3,0.0,0.0,0.0
1130.0,0.42,0,0,0.0,SEDAN,3,F,C,4,0.0,0.0,0.0
4310.0,0.12,0,0,0.0,STNWG,1,M,E,3,0.0,0.0,0.0
1350.0,0.94,0,0,0.0,STNWG,4,M,C,1,0.0,0.0,0.0
1340.0,0.03,0,0,0.0,HBACK,1,M,A,3,0.0,0.0,0.0
310.0,0.03,0,0,0.0,SEDAN,4,F,C,3,0.0,0.0,0.0
1750.0,0.06,0,0,0.0,STNWG,4,M,D,2,0.0,0.0,0.0
410.0,0.31,0,0,0.0,HBACK,4,M,B,3,0.0,0.0,0.0
670.0,0.69,0,0,0.0,SEDAN,4,M,C,3,0.0,0.0,0.0
1430.0,0.06,0,0,0.0,TRUCK,2,M,C,4,0.0,0.0,0.0
2510.0,0.65,0,0,0.0,STNWG,3,M,C,3,0.0,0.0,0.0
2420.0,0.68,0,0,0.0,SEDAN,1,F,C,4,0.0,0.0,0.0
1130.0,0.56,0,0,0.0,STNWG,4,M,B,3,0.0,0.0,0.0
1070.0,0.05,0,0,0.0,SEDAN,4,F,B,2,0.0,0.0,0.0
2800.0,0.48,0,0,0.0,STNWG,3,M,E,6,0.0,0.0,0.0
2960.0,0.94,0,0,0.0,UTE,2,M,E,4,0.0,0.0,0.0
4670.0,0.22,0,0,0.0,STNWG,1,F,A,4,0.0,0.0,0.0
1710.0,0.68,0,0,0.0,STNWG,4,M,D,2,0.0,0.0,0.0
1330.0,0.25,0,0,0.0,HBACK,2,F,C,1,0.0,0.0,0.0
7160.0,0.67,0,0,0.0,STNWG,1,M,C,5,0.0,0.0,0.0
1020.0,0.09,0,0,0.0,HBACK,3,F,C,5,0.0,0.0,0.0
1614.3000000000002,0.68,0,0,0.0,HBACK,1,F,A,4,0.0,0.0,0.0
740.0,0.67,0,0,0.0,HBACK,4,F,C,2,0.0,0.0,0.0
2410.0,0.03,0,0,0.0,SEDAN,1,F,B,3,0.0,0.0,0.0
690.0,0.09,0,0,0.0,STNWG,4,F,C,3,0.0,0.0,0.0
4270.0,0.34,0,0,0.0,STNWG,2,M,E,3,0.0,0.0,0.0
1890.0,0.15,0,0,0.0,SEDAN,4,M,B,5,0.0,0.0,0.0
3850.0,0.03,0,0,0.0,SEDAN,2,F,A,3,0.0,0.0,0.0
920.0,0.68,0,0,0.0,SEDAN,3,F,C,3,0.0,0.0,0.0
1430.0,0.69,1,1,200.0,UTE,3,M,C,1,200.0,1.44,289.0
5980.0,0.0,0,0,0.0,STNWG,1,M,B,4,0.0,0.0,0.0
1310.0,0.03,0,0,0.0,HDTOP,4,M,B,2,0.0,0.0,0.0
2300.0,0.67,0,0,0.0,SEDAN,2,F,C,4,0.0,0.0,0.0
770.0,0.15,0,0,0.0,SEDAN,4,F,D,3,0.0,0.0,0.0
0.0,0.68,0,0,0.0,BUS,4,M,F,1,0.0,0.0,0.0
1600.0,0.15,0,0,0.0,STNWG,2,F,D,4,0.0,0.0,0.0
2320.0,0.68,0,0,0.0,SEDAN,1,F,D,3,0.0,0.0,0.0
870.0,0.06,0,0,0.0,HBACK,3,F,B,5,0.0,0.0,0.0
540.0,0.09,0,0,0.0,HBACK,4,F,E,5,0.0,0.0,0.0
1540.0,0.52,0,0,0.0,HBACK,3,F,A,3,0.0,0.0,0.0
2910.0,0.15,0,0,0.0,BUS,2,M,C,4,0.0,0.0,0.0
1710.0,1.0,0,0,0.0,STNWG,4,F,F,6,0.0,0.0,0.0
1020.0,0.68,0,0,0.0,HBACK,3,M,A,2,0.0,0.0,0.0
2420.0,0.94,1,1,465.0,UTE,3,M,E,2,465.0,1.06,495.0
1830.0,0.21,0,0,0.0,STNWG,4,M,D,5,0.0,0.0,0.0
1170.0,0.94,0,0,0.0,HBACK,3,M,B,5,0.0,0.0,0.0
910.0,0.68,0,0,0.0,HBACK,4,F,E,4,0.0,0.0,0.0
1160.0,1.0,0,0,0.0,STNWG,4,F,A,2,0.0,0.0,0.0
1380.0,0.94,0,0,0.0,SEDAN,3,F,C,2,0.0,0.0,0.0
1060.0,0.68,0,0,0.0,SEDAN,3,F,B,3,0.0,0.0,0.0
1860.0,0.05,0,0,0.0,STNWG,2,F,C,3,0.0,0.0,0.0
3700.0,0.15,0,0,0.0,STNWG,2,F,E,3,0.0,0.0,0.0
840.0,0.85,0,0,0.0,HBACK,3,F,C,3,0.0,0.0,0.0
1370.0,1.0,0,0,0.0,HBACK,1,F,C,4,0.0,0.0,0.0
1460.0,0.03,0,0,0.0,HBACK,1,F,E,3,0.0,0.0,0.0
1980.0,0.03,0,0,0.0,HBACK,1,M,C,3,0.0,0.0,0.0
1549.0,0.73,0,0,0.0,HBACK,1,F,C,2,0.0,0.0,0.0
3510.0,0.73,1,1,353.76999998,UTE,1,M,B,6,354.0,1.38,488.0
2060.0,0.09,0,0,0.0,UTE,3,M,C,1,0.0,0.0,0.0
1500.0,0.03,1,1,532.75,SEDAN,2,F,C,3,533.0,33.2,17690.0
930.0,0.27,0,0,0.0,SEDAN,3,M,E,6,0.0,0.0,0.0
1210.0,0.72,0,0,0.0,SEDAN,3,F,D,5,0.0,0.0,0.0
340.0,0.27,0,0,0.0,HBACK,4,M,A,6,0.0,0.0,0.0
460.0,0.27,0,0,0.0,HBACK,4,F,B,6,0.0,0.0,0.0
1210.0,0.28,0,0,0.0,SEDAN,2,M,E,5,0.0,0.0,0.0
3670.0,0.06,0,0,0.0,SEDAN,1,F,C,3,0.0,0.0,0.0
530.0,0.27,0,0,0.0,HBACK,4,F,A,6,0.0,0.0,0.0
1040.0,0.72,0,0,0.0,SEDAN,4,M,C,2,0.0,0.0,0.0
930.0,0.73,0,0,0.0,SEDAN,4,M,A,2,0.0,0.0,0.0
530.0,0.27,0,0,0.0,HBACK,4,F,A,6,0.0,0.0,0.0
1020.0,0.72,1,1,389.94999981,UTE,3,M,D,5,390.0,1.38,540.0
350.0,0.27,0,0,0.0,SEDAN,4,F,A,5,0.0,0.0,0.0
2610.0,0.28,0,0,0.0,HBACK,2,M,E,4,0.0,0.0,0.0
900.0,0.28,0,0,0.0,HBACK,4,F,C,6,0.0,0.0,0.0
2000.0,0.28,0,0,0.0,SEDAN,2,M,C,4,0.0,0.0,0.0
1110.0,0.28,0,0,0.0,HBACK,3,F,A,5,0.0,0.0,0.0
1480.0,0.64,0,0,0.0,HBACK,3,F,C,1,0.0,0.0,0.0
1430.0,0.72,0,0,0.0,SEDAN,3,F,E,4,0.0,0.0,0.0
750.0,0.28,0,0,0.0,UTE,4,F,B,5,0.0,0.0,0.0
1750.0,0.28,0,0,0.0,HBACK,2,M,B,3,0.0,0.0,0.0
1650.0,0.28,0,0,0.0,MIBUS,4,M,B,3,0.0,0.0,0.0
1670.0,0.72,0,0,0.0,STNWG,2,F,B,5,0.0,0.0,0.0
4110.0,0.27,0,0,0.0,STNWG,2,F,E,5,0.0,0.0,0.0
1130.0,0.27,0,0,0.0,SEDAN,3,F,C,5,0.0,0.0,0.0
1770.0,0.73,0,0,0.0,SEDAN,2,M,C,3,0.0,0.0,0.0
2320.0,0.27,0,0,0.0,STNWG,3,M,F,3,0.0,0.0,0.0
1559.0,0.73,0,0,0.0,HBACK,1,M,B,4,0.0,0.0,0.0
1000.0,0.27,0,0,0.0,HBACK,3,F,A,4,0.0,0.0,0.0
1430.0,0.27,0,0,0.0,SEDAN,2,F,A,6,0.0,0.0,0.0
1999.0,0.12,0,0,0.0,TRUCK,1,M,A,4,0.0,0.0,0.0
460.0,0.09,0,0,0.0,HBACK,4,F,D,2,0.0,0.0,0.0
6510.0,0.27,0,0,0.0,STNWG,1,M,D,3,0.0,0.0,0.0
1750.0,0.28,0,0,0.0,TRUCK,3,M,B,4,0.0,0.0,0.0
3470.0,0.06,0,0,0.0,TRUCK,2,M,D,4,0.0,0.0,0.0
1940.0,0.28,0,0,0.0,HDTOP,3,M,C,4,0.0,0.0,0.0
2540.0,0.27,0,0,0.0,STNWG,2,M,C,6,0.0,0.0,0.0
1300.0,0.27,0,0,0.0,SEDAN,3,F,C,4,0.0,0.0,0.0
1610.0,0.27,0,0,0.0,STNWG,4,M,E,4,0.0,0.0,0.0
340.0,0.28,0,0,0.0,HBACK,4,F,C,6,0.0,0.0,0.0
1990.0,0.04,0,0,0.0,HBACK,1,F,B,6,0.0,0.0,0.0
1120.0,0.27,0,0,0.0,SEDAN,3,F,C,6,0.0,0.0,0.0
2780.0,0.27,0,0,0.0,STNWG,3,M,A,6,0.0,0.0,0.0
1000.0,0.28,0,0,0.0,HBACK,3,F,B,5,0.0,0.0,0.0
370.0,0.27,1,1,1058.1699982,SEDAN,4,M,C,4,1058.0,3.69,3904.0
920.0,0.27,0,0,0.0,HBACK,3,F,F,4,0.0,0.0,0.0
280.0,0.27,0,0,0.0,HBACK,4,F,C,3,0.0,0.0,0.0
1340.0,0.27,0,0,0.0,SEDAN,3,F,A,4,0.0,0.0,0.0
1290.0,0.03,0,0,0.0,MIBUS,4,F,A,2,0.0,0.0,0.0
2740.0,0.28,0,0,0.0,STNWG,1,M,A,5,0.0,0.0,0.0
900.0,0.27,0,0,0.0,TRUCK,4,M,C,5,0.0,0.0,0.0
710.0,0.27,0,0,0.0,SEDAN,4,F,C,4,0.0,0.0,0.0
1160.0,1.0,0,0,0.0,STNWG,4,F,C,4,0.0,0.0,0.0
1430.0,0.28,0,0,0.0,SEDAN,2,M,E,4,0.0,0.0,0.0
1730.0,0.27,0,0,0.0,SEDAN,2,F,C,4,0.0,0.0,0.0
1240.0,0.28,0,0,0.0,HBACK,3,F,B,4,0.0,0.0,0.0
1360.0,0.27,0,0,0.0,SEDAN,2,F,B,6,0.0,0.0,0.0
1280.0,0.28,0,0,0.0,TRUCK,4,M,A,3,0.0,0.0,0.0
1980.0,0.73,0,0,0.0,SEDAN,2,M,C,6,0.0,0.0,0.0
1670.0,0.39,0,0,0.0,SEDAN,3,M,A,2,0.0,0.0,0.0
1580.0,0.28,0,0,0.0,SEDAN,2,F,D,6,0.0,0.0,0.0
760.0,0.27,0,0,0.0,STNWG,4,M,C,4,0.0,0.0,0.0
4480.0,0.28,0,0,0.0,STNWG,1,F,D,5,0.0,0.0,0.0
2060.0,0.28,0,0,0.0,STNWG,3,M,A,5,0.0,0.0,0.0
700.0,0.1,1,1,22216.089905,PANVN,4,M,C,5,22216.0,10.15,225401.0
1550.0,0.28,0,0,0.0,SEDAN,2,F,D,5,0.0,0.0,0.0
1470.0,0.31,0,0,0.0,SEDAN,2,F,E,1,0.0,0.0,0.0
1590.0,0.27,0,0,0.0,SEDAN,2,F,D,4,0.0,0.0,0.0
3040.0,0.21,0,0,0.0,STNWG,3,M,D,4,0.0,0.0,0.0
1020.0,0.27,1,1,2289.1499939,SEDAN,3,F,A,3,2289.0,3.69,8446.0
710.0,0.27,0,0,0.0,HBACK,3,M,C,5,0.0,0.0,0.0
2220.0,0.27,0,0,0.0,MIBUS,2,M,D,3,0.0,0.0,0.0
1160.0,0.27,0,0,0.0,STNWG,4,F,A,3,0.0,0.0,0.0
1590.0,0.27,0,0,0.0,SEDAN,3,M,A,5,0.0,0.0,0.0
410.0,0.27,0,0,0.0,SEDAN,4,M,A,6,0.0,0.0,0.0
2870.0,0.72,0,0,0.0,STNWG,2,M,C,4,0.0,0.0,0.0
770.0,0.27,0,0,0.0,SEDAN,3,F,C,5,0.0,0.0,0.0
1280.0,0.69,0,0,0.0,SEDAN,3,F,D,3,0.0,0.0,0.0
290.0,0.28,0,0,0.0,SEDAN,4,M,B,6,0.0,0.0,0.0
1270.0,0.27,0,0,0.0,STNWG,4,M,D,5,0.0,0.0,0.0
4310.0,0.73,0,0,0.0,STNWG,2,M,B,2,0.0,0.0,0.0
1740.0,0.97,0,0,0.0,MCARA,4,M,C,6,0.0,0.0,0.0
1720.0,0.27,0,0,0.0,SEDAN,2,M,A,4,0.0,0.0,0.0
900.0,0.27,0,0,0.0,TRUCK,4,M,E,5,0.0,0.0,0.0
2080.0,0.18,0,0,0.0,STNWG,3,F,D,3,0.0,0.0,0.0
2560.0,0.54,0,0,0.0,SEDAN,2,F,A,5,0.0,0.0,0.0
1510.0,0.28,0,0,0.0,STNWG,4,M,D,4,0.0,0.0,0.0
1040.0,0.28,0,0,0.0,SEDAN,3,M,C,5,0.0,0.0,0.0
1710.0,0.27,0,0,0.0,SEDAN,2,F,C,6,0.0,0.0,0.0
2410.0,0.27,0,0,0.0,STNWG,2,F,E,4,0.0,0.0,0.0
1930.0,0.27,0,0,0.0,HBACK,1,M,A,6,0.0,0.0,0.0
1380.0,0.27,1,1,2301.0136337,SEDAN,3,M,C,6,2301.0,3.65,8404.0
440.0,0.27,0,0,0.0,HBACK,4,F,A,2,0.0,0.0,0.0
340.0,0.27,0,0,0.0,HBACK,4,M,A,6,0.0,0.0,0.0
350.0,0.27,0,0,0.0,SEDAN,4,F,D,4,0.0,0.0,0.0
1320.0,0.27,0,0,0.0,SEDAN,3,F,D,5,0.0,0.0,0.0
2400.0,0.08,0,0,0.0,HBACK,2,F,A,5,0.0,0.0,0.0
1760.0,0.27,0,0,0.0,HBACK,1,F,A,4,0.0,0.0,0.0
1930.0,0.03,0,0,0.0,HBACK,1,F,C,5,0.0,0.0,0.0
460.0,0.27,0,0,0.0,UTE,4,M,B,5,0.0,0.0,0.0
1320.0,0.27,0,0,0.0,SEDAN,3,F,C,3,0.0,0.0,0.0
1920.0,0.27,0,0,0.0,SEDAN,1,F,D,6,0.0,0.0,0.0
3540.0,0.28,0,0,0.0,STNWG,2,M,B,4,0.0,0.0,0.0
1680.0,0.28,0,0,0.0,STNWG,2,F,B,5,0.0,0.0,0.0
1110.0,0.28,0,0,0.0,HBACK,3,M,C,5,0.0,0.0,0.0
1260.0,0.72,0,0,0.0,MIBUS,4,F,A,3,0.0,0.0,0.0
710.0,0.28,1,1,3403.4699936,SEDAN,4,F,D,5,3403.0,3.62,12308.0
1360.0,0.28,0,0,0.0,SEDAN,3,F,C,4,0.0,0.0,0.0
350.0,0.28,0,0,0.0,SEDAN,4,F,C,5,0.0,0.0,0.0
1150.0,0.31,0,0,0.0,HBACK,2,F,C,4,0.0,0.0,0.0
1360.0,0.28,0,0,0.0,HBACK,1,F,C,3,0.0,0.0,0.0
1650.0,0.31,0,0,0.0,UTE,4,M,D,2,0.0,0.0,0.0
1410.0,0.27,0,0,0.0,HBACK,1,F,F,2,0.0,0.0,0.0
2200.0,0.27,0,0,0.0,SEDAN,1,F,D,5,0.0,0.0,0.0
1220.0,0.73,1,1,390.0,HDTOP,4,M,D,2,390.0,1.38,538.0
1720.0,0.27,0,0,0.0,SEDAN,1,F,B,4,0.0,0.0,0.0
1380.0,0.73,0,0,0.0,HBACK,3,F,C,5,0.0,0.0,0.0
1820.0,0.55,0,0,0.0,STNWG,2,M,C,6,0.0,0.0,0.0
2490.0,0.28,0,0,0.0,STNWG,3,F,C,4,0.0,0.0,0.0
1380.0,0.72,0,0,0.0,UTE,3,M,B,4,0.0,0.0,0.0
710.0,0.28,0,0,0.0,SEDAN,4,F,D,2,0.0,0.0,0.0
1670.0,0.73,0,0,0.0,SEDAN,3,F,B,4,0.0,0.0,0.0
350.0,0.27,0,0,0.0,HBACK,4,M,A,4,0.0,0.0,0.0
1500.0,0.54,0,0,0.0,HBACK,1,F,E,3,0.0,0.0,0.0
1650.0,0.27,0,0,0.0,SEDAN,3,F,A,5,0.0,0.0,0.0
2099.0,0.73,0,0,0.0,SEDAN,1,F,D,4,0.0,0.0,0.0
5370.0,0.27,0,0,0.0,STNWG,1,F,E,3,0.0,0.0,0.0
850.0,0.27,0,0,0.0,STNWG,4,M,A,4,0.0,0.0,0.0
810.0,0.28,0,0,0.0,HBACK,3,F,B,5,0.0,0.0,0.0
380.0,0.72,0,0,0.0,HBACK,4,F,A,3,0.0,0.0,0.0
3490.0,0.27,0,0,0.0,HDTOP,2,M,D,3,0.0,0.0,0.0
1750.0,0.27,0,0,0.0,HBACK,2,F,A,5,0.0,0.0,0.0
710.0,0.27,0,0,0.0,SEDAN,4,M,C,5,0.0,0.0,0.0
1100.0,0.43,0,0,0.0,SEDAN,3,F,A,1,0.0,0.0,0.0
1450.0,0.67,0,0,0.0,HBACK,1,F,A,3,0.0,0.0,0.0
890.0,0.91,0,0,0.0,STNWG,4,F,A,2,0.0,0.0,0.0
1320.0,0.06,0,0,0.0,UTE,4,F,A,1,0.0,0.0,0.0
1110.0,0.27,0,0,0.0,SEDAN,3,M,A,6,0.0,0.0,0.0
3320.0,0.27,0,0,0.0,STNWG,2,M,F,2,0.0,0.0,0.0
1160.0,0.27,0,0,0.0,SEDAN,3,F,B,4,0.0,0.0,0.0
1830.0,0.73,1,1,484.0,STNWG,4,F,E,5,484.0,1.37,665.0
1130.0,0.53,1,1,367.72999954,STNWG,4,M,B,4,368.0,1.88,692.0
1070.0,0.27,0,0,0.0,SEDAN,3,F,A,3,0.0,0.0,0.0
290.0,0.27,0,0,0.0,SEDAN,4,F,D,4,0.0,0.0,0.0
590.0,0.72,0,0,0.0,SEDAN,4,M,B,2,0.0,0.0,0.0
2320.0,0.27,0,0,0.0,STNWG,3,M,E,4,0.0,0.0,0.0
1030.0,0.27,0,0,0.0,SEDAN,3,F,C,3,0.0,0.0,0.0
790.0,0.27,0,0,0.0,SEDAN,4,F,E,2,0.0,0.0,0.0
1420.0,0.27,0,0,0.0,STNWG,4,F,B,3,0.0,0.0,0.0
580.0,0.27,0,0,0.0,SEDAN,4,F,D,6,0.0,0.0,0.0
1150.0,0.48,0,0,0.0,HBACK,2,F,A,2,0.0,0.0,0.0
2650.0,0.28,0,0,0.0,SEDAN,2,F,F,5,0.0,0.0,0.0
1520.0,0.27,0,0,0.0,HBACK,3,F,C,5,0.0,0.0,0.0
890.0,0.28,0,0,0.0,SEDAN,3,F,D,6,0.0,0.0,0.0
1320.0,0.28,0,0,0.0,UTE,3,F,C,3,0.0,0.0,0.0
2300.0,0.28,0,0,0.0,STNWG,3,M,A,5,0.0,0.0,0.0
3760.0,0.28,0,0,0.0,SEDAN,3,M,A,4,0.0,0.0,0.0
910.0,0.72,0,0,0.0,SEDAN,4,F,C,2,0.0,0.0,0.0
1290.0,0.28,0,0,0.0,STNWG,4,F,C,5,0.0,0.0,0.0
960.0,0.72,0,0,0.0,TRUCK,4,M,C,2,0.0,0.0,0.0
1820.0,0.28,0,0,0.0,STNWG,4,F,D,5,0.0,0.0,0.0
2780.0,0.28,0,0,0.0,STNWG,3,F,A,4,0.0,0.0,0.0
1720.0,0.28,0,0,0.0,SEDAN,1,M,D,4,0.0,0.0,0.0
1510.0,0.09,0,0,0.0,SEDAN,4,M,C,6,0.0,0.0,0.0
290.0,0.28,0,0,0.0,SEDAN,4,F,E,2,0.0,0.0,0.0
2110.0,0.09,0,0,0.0,SEDAN,1,M,E,4,0.0,0.0,0.0
2330.0,0.27,0,0,0.0,SEDAN,1,F,A,1,0.0,0.0,0.0
1710.0,0.27,0,0,0.0,HDTOP,4,F,F,3,0.0,0.0,0.0
810.0,0.24,0,0,0.0,SEDAN,3,F,B,6,0.0,0.0,0.0
2260.0,0.16,0,0,0.0,PANVN,2,M,C,3,0.0,0.0,0.0
1430.0,0.27,0,0,0.0,SEDAN,2,M,B,4,0.0,0.0,0.0
1650.0,0.73,0,0,0.0,SEDAN,2,F,B,2,0.0,0.0,0.0
1250.0,0.27,0,0,0.0,HBACK,3,M,A,5,0.0,0.0,0.0
1180.0,0.09,0,0,0.0,STNWG,4,F,A,4,0.0,0.0,0.0
1670.0,0.27,0,0,0.0,UTE,4,M,D,3,0.0,0.0,0.0
1430.0,0.27,0,0,0.0,HBACK,2,F,A,5,0.0,0.0,0.0
780.0,0.27,0,0,0.0,HBACK,3,M,A,3,0.0,0.0,0.0
1250.0,0.73,0,0,0.0,SEDAN,4,F,B,3,0.0,0.0,0.0
1350.0,0.5,0,0,0.0,HBACK,2,F,E,4,0.0,0.0,0.0
1340.0,0.27,0,0,0.0,SEDAN,3,M,F,4,0.0,0.0,0.0
1470.0,0.04,0,0,0.0,HBACK,2,F,C,6,0.0,0.0,0.0
750.0,0.27,0,0,0.0,STNWG,4,M,A,6,0.0,0.0,0.0
1380.0,0.27,0,0,0.0,SEDAN,3,F,C,4,0.0,0.0,0.0
2360.0,0.97,0,0,0.0,HDTOP,3,F,E,4,0.0,0.0,0.0
1120.0,0.27,0,0,0.0,SEDAN,3,M,C,5,0.0,0.0,0.0
710.0,0.27,0,0,0.0,SEDAN,4,F,A,5,0.0,0.0,0.0
780.0,0.28,0,0,0.0,HBACK,3,F,A,5,0.0,0.0,0.0
1380.0,0.27,0,0,0.0,SEDAN,3,F,A,5,0.0,0.0,0.0
1940.0,0.27,0,0,0.0,SEDAN,1,M,B,3,0.0,0.0,0.0
1740.0,0.83,0,0,0.0,SEDAN,2,F,C,6,0.0,0.0,0.0
790.0,0.27,0,0,0.0,SEDAN,4,F,C,5,0.0,0.0,0.0
540.0,0.27,0,0,0.0,HBACK,4,F,C,2,0.0,0.0,0.0
2029.9999999999998,0.27,0,0,0.0,SEDAN,2,M,C,2,0.0,0.0,0.0
3010.0,0.28,0,0,0.0,HDTOP,1,F,A,4,0.0,0.0,0.0
600.0,0.27,0,0,0.0,HBACK,4,F,C,6,0.0,0.0,0.0
2070.0,0.73,0,0,0.0,STNWG,4,M,A,4,0.0,0.0,0.0
2029.9999999999998,0.34,0,0,0.0,SEDAN,2,M,B,6,0.0,0.0,0.0
890.0,0.27,0,0,0.0,SEDAN,4,F,B,5,0.0,0.0,0.0
1410.0,0.09,0,0,0.0,SEDAN,3,M,B,6,0.0,0.0,0.0
980.0,0.28,0,0,0.0,SEDAN,3,M,C,2,0.0,0.0,0.0
2060.0,0.28,0,0,0.0,SEDAN,1,F,B,4,0.0,0.0,0.0
1130.0,0.27,0,0,0.0,SEDAN,3,M,C,4,0.0,0.0,0.0
1230.0,0.28,0,0,0.0,SEDAN,3,M,A,3,0.0,0.0,0.0
1400.0,0.29,0,0,0.0,MIBUS,4,F,A,4,0.0,0.0,0.0
1580.0,0.72,0,0,0.0,HBACK,3,F,D,4,0.0,0.0,0.0
1580.0,0.28,0,0,0.0,HBACK,1,F,C,3,0.0,0.0,0.0
1310.0,0.03,0,0,0.0,TRUCK,4,M,A,4,0.0,0.0,0.0
1510.0,0.73,0,0,0.0,SEDAN,3,F,C,5,0.0,0.0,0.0
1220.0,0.02,0,0,0.0,STNWG,4,M,A,3,0.0,0.0,0.0
310.0,0.28,0,0,0.0,SEDAN,4,F,D,5,0.0,0.0,0.0
2630.0,0.28,0,0,0.0,STNWG,1,F,A,3,0.0,0.0,0.0
2490.0,0.28,0,0,0.0,STNWG,3,F,C,3,0.0,0.0,0.0
2290.0,0.28,0,0,0.0,SEDAN,1,F,A,4,0.0,0.0,0.0
2760.0,0.27,0,0,0.0,SEDAN,2,F,B,4,0.0,0.0,0.0
2520.0,0.09,0,0,0.0,STNWG,2,M,C,2,0.0,0.0,0.0
1380.0,0.28,0,0,0.0,HBACK,3,F,A,5,0.0,0.0,0.0
1930.0,0.73,0,0,0.0,HDTOP,4,F,F,2,0.0,0.0,0.0
430.0,0.28,0,0,0.0,SEDAN,4,F,B,4,0.0,0.0,0.0
2520.0,0.03,0,0,0.0,TRUCK,2,M,A,1,0.0,0.0,0.0
1880.0,0.28,0,0,0.0,STNWG,3,M,D,5,0.0,0.0,0.0
690.0,0.48,1,1,369.14999962,HBACK,3,F,C,3,369.0,2.09,770.0
2580.0,0.14,0,0,0.0,SEDAN,1,M,C,5,0.0,0.0,0.0
3800.0,0.27,0,0,0.0,STNWG,1,F,D,3,0.0,0.0,0.0
1570.0,0.84,0,0,0.0,HBACK,2,F,B,5,0.0,0.0,0.0
1430.0,0.28,0,0,0.0,SEDAN,2,M,C,5,0.0,0.0,0.0
2060.0,0.36,0,0,0.0,STNWG,3,M,D,3,0.0,0.0,0.0
1430.0,0.16,0,0,0.0,HBACK,2,M,E,3,0.0,0.0,0.0
640.0,0.72,0,0,0.0,SEDAN,4,F,E,2,0.0,0.0,0.0
980.0,0.42,0,0,0.0,SEDAN,3,M,D,4,0.0,0.0,0.0
4932.0,0.29,0,0,0.0,STNWG,1,F,C,3,0.0,0.0,0.0
720.0,0.27,0,0,0.0,SEDAN,4,F,C,4,0.0,0.0,0.0
1260.0,0.27,0,0,0.0,SEDAN,3,M,A,6,0.0,0.0,0.0
1540.0,0.18,0,0,0.0,PANVN,3,F,A,3,0.0,0.0,0.0
1130.0,0.73,0,0,0.0,TRUCK,3,M,A,4,0.0,0.0,0.0
1300.0,0.27,0,0,0.0,TRUCK,3,F,D,3,0.0,0.0,0.0
910.0,0.65,0,0,0.0,HBACK,3,F,A,4,0.0,0.0,0.0
1330.0,0.27,0,0,0.0,STNWG,4,F,F,4,0.0,0.0,0.0
1980.0,0.27,0,0,0.0,SEDAN,3,F,A,2,0.0,0.0,0.0
1110.0,0.27,0,0,0.0,STNWG,3,M,A,6,0.0,0.0,0.0
1460.0,0.48,0,0,0.0,SEDAN,3,M,F,3,0.0,0.0,0.0
1570.0,0.59,0,0,0.0,SEDAN,3,F,E,2,0.0,0.0,0.0
1290.0,0.73,0,0,0.0,SEDAN,3,M,A,6,0.0,0.0,0.0
1320.0,0.27,0,0,0.0,PANVN,3,M,A,3,0.0,0.0,0.0
340.0,0.27,0,0,0.0,HBACK,4,F,A,1,0.0,0.0,0.0
2000.0,0.27,0,0,0.0,STNWG,3,F,D,3,0.0,0.0,0.0
1720.0,0.29,0,0,0.0,PANVN,3,M,B,2,0.0,0.0,0.0
1180.0,0.73,0,0,0.0,SEDAN,4,F,C,4,0.0,0.0,0.0
1350.0,0.04,0,0,0.0,HBACK,3,F,C,3,0.0,0.0,0.0
1640.0,0.84,0,0,0.0,STNWG,2,F,A,4,0.0,0.0,0.0
2740.0,0.06,0,0,0.0,STNWG,3,M,A,3,0.0,0.0,0.0
3199.0,0.66,1,1,1332.4399986,STNWG,1,M,A,6,1332.0,1.52,2019.0
1070.0,0.94,0,0,0.0,STNWG,4,M,D,3,0.0,0.0,0.0
1580.0,0.17,0,0,0.0,SEDAN,2,F,A,4,0.0,0.0,0.0
1410.0,0.27,0,0,0.0,UTE,4,M,F,5,0.0,0.0,0.0
2280.0,0.27,0,0,0.0,STNWG,3,M,D,5,0.0,0.0,0.0
1700.0,0.29,0,0,0.0,UTE,4,M,F,4,0.0,0.0,0.0
1440.0,0.97,0,0,0.0,STNWG,4,F,A,3,0.0,0.0,0.0
1470.0,0.73,0,0,0.0,UTE,4,F,F,5,0.0,0.0,0.0
890.0,0.27,0,0,0.0,HBACK,3,F,C,5,0.0,0.0,0.0
620.0,0.27,0,0,0.0,HBACK,4,F,B,6,0.0,0.0,0.0
1300.0,0.27,0,0,0.0,SEDAN,3,F,A,5,0.0,0.0,0.0
1020.0,0.72,0,0,0.0,HBACK,3,F,A,2,0.0,0.0,0.0
950.0,0.27,0,0,0.0,STNWG,4,M,B,3,0.0,0.0,0.0
